Million_Plus_Cities,Age_band_of_driver,Accident_severity,Cause_of_accident,Vehicle Type Involved,Weather Conditions,Road Type,Road Condition,Lighting Conditions,Latitude,Longitude,Time_Block
Bhopal,18-30,Medium Risk,No priority to pedestrian,Bus,Clear,Urban Road,Dry,Dawn,20.5937,78.9629,Night
Thrissur,31-50,Medium Risk,Changing lane to the left,Two-Wheeler,Stormy,Highways,Normal,Dark,20.5937,78.9629,Morning
Chandigarh,31-50,Low Risk,No distancing,Car,Stormy,Highways,Normal,Dusk,20.5937,78.9629,Evening
Jodhpur,31-50,Low Risk,Moving Backward,Two-Wheeler,Foggy,Highways,Normal,Daylight,20.5937,78.9629,Afternoon
Bhopal,18-30,Medium Risk,Changing lane to the left,Two-Wheeler,Clear,Urban Road,Wet,Dark,20.5937,78.9629,Night
Bhopal,18-30,Medium Risk,Other,Pedestrian,Clear,Village Road,Damaged,Daylight,20.5937,78.9629,Evening
Vadodra,18-30,Medium Risk,No distancing,Auto-Rickshaw,Clear,Highways,Normal,Daylight,20.5937,78.9629,Night
Bhopal,18-30,Low Risk,Moving Backward,Car,Hazy,Highways,Normal,Dawn,20.5937,78.9629,Morning
Bhopal,18-30,Medium Risk,No distancing,Cycle,Clear,Urban Road,Under Construction,Dawn,20.5937,78.9629,Afternoon
Bhopal,18-30,Medium Risk,Changing lane to the left,Car,Clear,Village Road,Damaged,Daylight,20.5937,78.9629,Afternoon
Bhopal,18-30,Medium Risk,Changing lane to the left,Truck,Clear,Urban Road,Under Construction,Dawn,20.5937,78.9629,Evening
Bhopal,18-30,Medium Risk,No priority to pedestrian,Car,Clear,State Highway,Dry,Dawn,20.5937,78.9629,Afternoon
Bhopal,50+,Low Risk,Changing lane to the left,Pedestrian,Rainy,Highways,Normal,Daylight,20.5937,78.9629,Morning
Bhopal,18-30,Medium Risk,Driving carelessly,Cycle,Rainy,Village Road,Damaged,Daylight,20.5937,78.9629,Afternoon
Bhopal,18-30,Medium Risk,Driving carelessly,Auto-Rickshaw,Foggy,State Highway,Normal,Daylight,20.5937,78.9629,Evening
Bhopal,18-30,Medium Risk,No priority to pedestrian,Auto-Rickshaw,Clear,Highways,Normal,Daylight,20.5937,78.9629,Night
Bhopal,18-30,Medium Risk,Getting off the vehicle improperly,Car,Foggy,State Highway,Under Construction,Daylight,20.5937,78.9629,Night
Bhopal,18-30,Medium Risk,No distancing,Two-Wheeler,Hazy,National Highway,Dry,Daylight,20.5937,78.9629,Evening
Bhopal,18-30,Medium Risk,Changing lane to the left,Cycle,Clear,Highways,Normal,Dark,20.5937,78.9629,Afternoon
Bhopal,18-30,Medium Risk,No priority to vehicle,Auto-Rickshaw,Clear,State Highway,Wet,Dusk,20.5937,78.9629,Afternoon
Bhopal,18-30,Medium Risk,No distancing,Auto-Rickshaw,Clear,Village Road,Under Construction,Daylight,20.5937,78.9629,Night
Bhopal,31-50,Medium Risk,No priority to pedestrian,Pedestrian,Rainy,Village Road,Under Construction,Daylight,20.5937,78.9629,Morning
Bhopal,31-50,Medium Risk,No priority to pedestrian,Bus,Clear,Urban Road,Damaged,Dawn,20.5937,78.9629,Night
Bhopal,18-30,Medium Risk,No priority to vehicle,Pedestrian,Foggy,State Highway,Under Construction,Dark,20.5937,78.9629,Night
Bhopal,18-30,Medium Risk,Driving carelessly,Two-Wheeler,Rainy,Highways,Normal,Dark,20.5937,78.9629,Morning
Chandigarh,18-30,Medium Risk,Changing lane to the right,Auto-Rickshaw,Hazy,National Highway,Wet,Daylight,20.5937,78.9629,Afternoon
Chandigarh,18-30,Medium Risk,Changing lane to the left,Auto-Rickshaw,Foggy,National Highway,Under Construction,Daylight,20.5937,78.9629,Afternoon
Chandigarh,31-50,Medium Risk,Moving Backward,Car,Stormy,State Highway,Wet,Dusk,20.5937,78.9629,Morning
Chandigarh,18-30,Medium Risk,Driving carelessly,Pedestrian,Hazy,State Highway,Wet,Daylight,20.5937,78.9629,Morning
Chandigarh,18-30,Medium Risk,Driving to the left,Truck,Clear,Urban Road,Wet,Daylight,20.5937,78.9629,Morning
Bhopal,18-30,Medium Risk,Driving to the left,Auto-Rickshaw,Foggy,Highways,Normal,Daylight,20.5937,78.9629,Morning
Chandigarh,18-30,Medium Risk,No priority to pedestrian,Car,Clear,Village Road,Dry,Daylight,20.5937,78.9629,Night
Chennai,50+,Low Risk,Changing lane to the left,Pedestrian,Clear,Highways,Normal,Daylight,13.0827,80.2707,Night
Delhi,18-30,Medium Risk,Changing lane to the right,Bus,Clear,Highways,Normal,Dusk,28.6139,77.209,Night
Chandigarh,31-50,Medium Risk,Driving carelessly,Two-Wheeler,Clear,National Highway,Dry,Daylight,20.5937,78.9629,Afternoon
Chandigarh,31-50,Medium Risk,No distancing,Cycle,Clear,National Highway,Wet,Dusk,20.5937,78.9629,Morning
Srinagar,50+,Medium Risk,Getting off the vehicle improperly,Auto-Rickshaw,Hazy,Highways,Normal,Dark,20.5937,78.9629,Evening
Chandigarh,18-30,Medium Risk,Driving under the influence of drugs,Car,Foggy,Highways,Normal,Daylight,20.5937,78.9629,Evening
Chandigarh,18-30,Medium Risk,Changing lane to the right,Two-Wheeler,Clear,Village Road,Dry,Daylight,20.5937,78.9629,Night
Chandigarh,18-30,Medium Risk,Driving carelessly,Two-Wheeler,Hazy,National Highway,Under Construction,Daylight,20.5937,78.9629,Night
Chandigarh,18-30,Medium Risk,Moving Backward,Two-Wheeler,Clear,National Highway,Wet,Daylight,20.5937,78.9629,Afternoon
Chandigarh,18-30,Medium Risk,Turnover,Two-Wheeler,Clear,National Highway,Under Construction,Dawn,20.5937,78.9629,Evening
Chandigarh,18-30,Medium Risk,Changing lane to the right,Two-Wheeler,Hazy,Village Road,Damaged,Daylight,20.5937,78.9629,Morning
Chandigarh,31-50,Medium Risk,Driving carelessly,Two-Wheeler,Clear,State Highway,Wet,Daylight,20.5937,78.9629,Morning
Chandigarh,18-30,Medium Risk,No priority to vehicle,Cycle,Hazy,Highways,Normal,Dusk,20.5937,78.9629,Morning
Chandigarh,18-30,Medium Risk,Moving Backward,Auto-Rickshaw,Clear,Urban Road,Under Construction,Daylight,20.5937,78.9629,Night
Chandigarh,18-30,Medium Risk,Changing lane to the left,Bus,Clear,National Highway,Dry,Dark,20.5937,78.9629,Evening
Chandigarh,31-50,Medium Risk,Overturning,Pedestrian,Clear,Village Road,Under Construction,Daylight,20.5937,78.9629,Evening
Lucknow,31-50,Medium Risk,No distancing,Pedestrian,Hazy,Highways,Normal,Daylight,26.8467,80.9462,Night
Chandigarh,18-30,Medium Risk,Driving carelessly,Car,Stormy,Village Road,Damaged,Dusk,20.5937,78.9629,Night
Chandigarh,18-30,Low Risk,No distancing,Auto-Rickshaw,Clear,Highways,Normal,Dawn,20.5937,78.9629,Evening
Chandigarh,18-30,Low Risk,Changing lane to the left,Two-Wheeler,Rainy,Highways,Normal,Dawn,20.5937,78.9629,Afternoon
Chandigarh,18-30,Low Risk,No priority to pedestrian,Two-Wheeler,Clear,Highways,Normal,Daylight,20.5937,78.9629,Evening
Chandigarh,18-30,Medium Risk,No distancing,Cycle,Clear,National Highway,Under Construction,Dawn,20.5937,78.9629,Morning
Chandigarh,18-30,Medium Risk,No distancing,Pedestrian,Clear,National Highway,Damaged,Dusk,20.5937,78.9629,Morning
Chennai,18-30,Medium Risk,Changing lane to the left,Car,Clear,State Highway,Wet,Dusk,13.0827,80.2707,Morning
Chennai,31-50,Medium Risk,No distancing,Bus,Clear,National Highway,Damaged,Daylight,13.0827,80.2707,Night
Chennai,31-50,Medium Risk,Changing lane to the left,Two-Wheeler,Clear,National Highway,Dry,Daylight,13.0827,80.2707,Night
Chennai,18-30,Medium Risk,No distancing,Car,Clear,National Highway,Under Construction,Daylight,13.0827,80.2707,Morning
Chennai,18-30,Low Risk,No distancing,Car,Clear,Highways,Normal,Daylight,13.0827,80.2707,Evening
Chennai,50+,Medium Risk,No distancing,Car,Stormy,National Highway,Wet,Dark,13.0827,80.2707,Night
Chennai,18-30,Medium Risk,Changing lane to the left,Cycle,Clear,Urban Road,Damaged,Daylight,13.0827,80.2707,Afternoon
Chennai,18-30,Medium Risk,Changing lane to the right,Bus,Hazy,Village Road,Dry,Daylight,13.0827,80.2707,Night
Chennai,18-30,Medium Risk,Moving Backward,Two-Wheeler,Clear,Urban Road,Under Construction,Dusk,13.0827,80.2707,Afternoon
Chennai,31-50,Medium Risk,Changing lane to the right,Bus,Clear,Village Road,Damaged,Dawn,13.0827,80.2707,Morning
Chennai,18-30,Medium Risk,No distancing,Car,Clear,Highways,Normal,Dusk,13.0827,80.2707,Morning
Chennai,31-50,Medium Risk,Overtaking,Car,Clear,Village Road,Wet,Dusk,13.0827,80.2707,Night
Chennai,31-50,Medium Risk,Other,Bus,Foggy,Urban Road,Dry,Dark,13.0827,80.2707,Afternoon
Chennai,31-50,Medium Risk,Other,Cycle,Clear,National Highway,Wet,Dusk,13.0827,80.2707,Morning
Chennai,18-30,Medium Risk,Changing lane to the right,Pedestrian,Clear,Urban Road,Dry,Dark,13.0827,80.2707,Night
Chennai,18-30,Medium Risk,No priority to pedestrian,Pedestrian,Clear,State Highway,Dry,Dark,13.0827,80.2707,Night
Chennai,18-30,Low Risk,No priority to vehicle,Cycle,Clear,Highways,Normal,Daylight,13.0827,80.2707,Night
Chennai,31-50,Medium Risk,Changing lane to the left,Two-Wheeler,Rainy,National Highway,Damaged,Daylight,13.0827,80.2707,Night
Chennai,50+,Low Risk,Changing lane to the left,Truck,Foggy,Highways,Normal,Daylight,13.0827,80.2707,Night
Chennai,18-30,Medium Risk,Overtaking,Pedestrian,Stormy,National Highway,Under Construction,Dark,13.0827,80.2707,Afternoon
Jodhpur,18-30,Low Risk,No distancing,Cycle,Clear,Highways,Normal,Daylight,20.5937,78.9629,Afternoon
Surat,50+,Medium Risk,No priority to vehicle,Two-Wheeler,Foggy,Highways,Normal,Daylight,21.1702,72.8311,Morning
Chennai,31-50,Low Risk,Changing lane to the right,Auto-Rickshaw,Clear,Highways,Normal,Dusk,13.0827,80.2707,Night
Kolkata,18-30,Low Risk,Changing lane to the left,Cycle,Clear,Highways,Normal,Daylight,22.5726,88.3639,Afternoon
Chennai,18-30,Medium Risk,No distancing,Two-Wheeler,Clear,Urban Road,Damaged,Dark,13.0827,80.2707,Afternoon
Chennai,31-50,Low Risk,Driving carelessly,Car,Clear,Highways,Normal,Daylight,13.0827,80.2707,Afternoon
Chennai,31-50,Medium Risk,No priority to pedestrian,Car,Clear,State Highway,Dry,Daylight,13.0827,80.2707,Night
Chennai,31-50,Medium Risk,Driving carelessly,Truck,Clear,National Highway,Under Construction,Daylight,13.0827,80.2707,Afternoon
Chennai,18-30,Medium Risk,Moving Backward,Bus,Foggy,State Highway,Dry,Daylight,13.0827,80.2707,Morning
Tiruchirapalli,18-30,Medium Risk,No distancing,Two-Wheeler,Clear,Highways,Normal,Dawn,20.5937,78.9629,Morning
Coimbatore,18-30,Medium Risk,No distancing,Cycle,Clear,Urban Road,Under Construction,Daylight,20.5937,78.9629,Night
Coimbatore,31-50,Medium Risk,No distancing,Truck,Foggy,State Highway,Under Construction,Daylight,20.5937,78.9629,Evening
Coimbatore,18-30,Medium Risk,Changing lane to the left,Pedestrian,Rainy,Urban Road,Under Construction,Daylight,20.5937,78.9629,Afternoon
Indore,18-30,Low Risk,Changing lane to the left,Cycle,Foggy,Highways,Normal,Dusk,20.5937,78.9629,Afternoon
Kollam,31-50,Low Risk,Moving Backward,Auto-Rickshaw,Foggy,Highways,Normal,Daylight,20.5937,78.9629,Evening
Coimbatore,18-30,Medium Risk,Changing lane to the right,Car,Stormy,State Highway,Wet,Daylight,20.5937,78.9629,Morning
Coimbatore,31-50,Medium Risk,No priority to vehicle,Pedestrian,Clear,National Highway,Wet,Daylight,20.5937,78.9629,Night
Coimbatore,18-30,Medium Risk,Moving Backward,Auto-Rickshaw,Hazy,Urban Road,Dry,Daylight,20.5937,78.9629,Evening
Coimbatore,18-30,Medium Risk,Driving carelessly,Car,Stormy,State Highway,Under Construction,Dusk,20.5937,78.9629,Night
Coimbatore,31-50,Medium Risk,Driving carelessly,Cycle,Rainy,National Highway,Normal,Dark,20.5937,78.9629,Afternoon
Coimbatore,31-50,Medium Risk,Driving under the influence of drugs,Cycle,Hazy,State Highway,Dry,Dark,20.5937,78.9629,Afternoon
Raipur,18-30,Low Risk,No priority to pedestrian,Pedestrian,Foggy,Highways,Normal,Dark,20.5937,78.9629,Morning
Coimbatore,18-30,Medium Risk,No priority to vehicle,Two-Wheeler,Clear,National Highway,Wet,Dark,20.5937,78.9629,Morning
Coimbatore,50+,Medium Risk,Driving carelessly,Cycle,Clear,State Highway,Normal,Daylight,20.5937,78.9629,Morning
Coimbatore,50+,Medium Risk,Moving Backward,Two-Wheeler,Foggy,Village Road,Dry,Daylight,20.5937,78.9629,Evening
Coimbatore,31-50,Low Risk,Driving carelessly,Bus,Clear,Highways,Normal,Daylight,20.5937,78.9629,Evening
Coimbatore,31-50,Low Risk,No priority to vehicle,Cycle,Clear,Highways,Normal,Daylight,20.5937,78.9629,Night
Coimbatore,18-30,Medium Risk,Changing lane to the right,Truck,Clear,National Highway,Under Construction,Daylight,20.5937,78.9629,Afternoon
Meerut,31-50,Low Risk,Changing lane to the left,Pedestrian,Clear,Highways,Normal,Dusk,20.5937,78.9629,Morning
Coimbatore,18-30,Medium Risk,No priority to vehicle,Auto-Rickshaw,Rainy,Urban Road,Normal,Daylight,20.5937,78.9629,Night
Coimbatore,18-30,Medium Risk,Driving carelessly,Bus,Clear,National Highway,Under Construction,Daylight,20.5937,78.9629,Night
Allahabad(Prayagraj),18-30,Low Risk,Moving Backward,Auto-Rickshaw,Foggy,Highways,Normal,Dawn,20.5937,78.9629,Afternoon
Coimbatore,18-30,Medium Risk,No distancing,Auto-Rickshaw,Clear,State Highway,Under Construction,Dusk,20.5937,78.9629,Afternoon
Coimbatore,18-30,Medium Risk,Changing lane to the left,Two-Wheeler,Clear,Highways,Normal,Daylight,20.5937,78.9629,Afternoon
Coimbatore,31-50,Medium Risk,Changing lane to the left,Two-Wheeler,Clear,Urban Road,Wet,Dark,20.5937,78.9629,Night
Coimbatore,18-30,Medium Risk,No distancing,Bus,Stormy,Village Road,Damaged,Dark,20.5937,78.9629,Morning
Coimbatore,18-30,Medium Risk,Changing lane to the left,Auto-Rickshaw,Clear,Village Road,Wet,Dusk,20.5937,78.9629,Afternoon
Coimbatore,18-30,Medium Risk,Driving carelessly,Car,Hazy,Village Road,Under Construction,Daylight,20.5937,78.9629,Morning
Coimbatore,18-30,Medium Risk,Changing lane to the left,Two-Wheeler,Stormy,Urban Road,Damaged,Daylight,20.5937,78.9629,Afternoon
Coimbatore,18-30,Medium Risk,No distancing,Truck,Clear,National Highway,Damaged,Daylight,20.5937,78.9629,Night
Patna,18-30,Low Risk,Changing lane to the right,Cycle,Clear,Highways,Normal,Daylight,25.5941,85.1376,Afternoon
Delhi,50+,Medium Risk,No distancing,Two-Wheeler,Clear,Urban Road,Wet,Daylight,28.6139,77.209,Night
Delhi,18-30,Medium Risk,Driving to the left,Pedestrian,Rainy,State Highway,Normal,Daylight,28.6139,77.209,Evening
Pune,31-50,Medium Risk,No distancing,Two-Wheeler,Clear,Highways,Normal,Daylight,18.5204,73.8567,Night
Delhi,18-30,Medium Risk,Overtaking,Auto-Rickshaw,Clear,Highways,Normal,Dark,28.6139,77.209,Evening
Delhi,31-50,Low Risk,Driving under the influence of drugs,Pedestrian,Rainy,Highways,Normal,Dawn,28.6139,77.209,Morning
Delhi,31-50,Medium Risk,No priority to pedestrian,Two-Wheeler,Clear,Village Road,Under Construction,Dark,28.6139,77.209,Morning
Delhi,18-30,Medium Risk,Moving Backward,Pedestrian,Stormy,Highways,Normal,Daylight,28.6139,77.209,Morning
Delhi,18-30,Medium Risk,Changing lane to the right,Auto-Rickshaw,Rainy,National Highway,Damaged,Dawn,28.6139,77.209,Night
Delhi,31-50,Medium Risk,Changing lane to the left,Cycle,Clear,Village Road,Dry,Dawn,28.6139,77.209,Afternoon
Delhi,18-30,Medium Risk,Changing lane to the right,Car,Rainy,National Highway,Damaged,Daylight,28.6139,77.209,Afternoon
Delhi,31-50,Medium Risk,Driving under the influence of drugs,Two-Wheeler,Clear,State Highway,Under Construction,Dawn,28.6139,77.209,Morning
Delhi,18-30,Medium Risk,No priority to vehicle,Bus,Foggy,Urban Road,Under Construction,Daylight,28.6139,77.209,Evening
Delhi,18-30,Medium Risk,No priority to vehicle,Cycle,Clear,State Highway,Dry,Daylight,28.6139,77.209,Afternoon
Delhi,31-50,Medium Risk,Changing lane to the left,Car,Hazy,Village Road,Under Construction,Dusk,28.6139,77.209,Afternoon
Delhi,31-50,Medium Risk,Changing lane to the right,Car,Rainy,National Highway,Damaged,Dark,28.6139,77.209,Night
Jaipur,18-30,Medium Risk,Changing lane to the right,Car,Foggy,Highways,Normal,Daylight,26.9124,75.7873,Afternoon
Delhi,18-30,Medium Risk,Changing lane to the left,Bus,Hazy,Highways,Normal,Dark,28.6139,77.209,Night
Delhi,18-30,Medium Risk,Changing lane to the left,Bus,Hazy,Urban Road,Wet,Dawn,28.6139,77.209,Morning
Delhi,31-50,Medium Risk,Getting off the vehicle improperly,Auto-Rickshaw,Clear,Highways,Normal,Dusk,28.6139,77.209,Afternoon
Delhi,31-50,Medium Risk,Overtaking,Cycle,Foggy,State Highway,Normal,Dark,28.6139,77.209,Night
Delhi,18-30,Medium Risk,Changing lane to the left,Truck,Clear,State Highway,Dry,Daylight,28.6139,77.209,Afternoon
Delhi,31-50,Medium Risk,Driving under the influence of drugs,Cycle,Clear,Village Road,Wet,Dark,28.6139,77.209,Evening
Delhi,18-30,Medium Risk,Driving carelessly,Bus,Clear,Highways,Normal,Daylight,28.6139,77.209,Afternoon
Delhi,18-30,Medium Risk,Moving Backward,Car,Rainy,Urban Road,Normal,Daylight,28.6139,77.209,Afternoon
Delhi,31-50,Medium Risk,No distancing,Cycle,Rainy,National Highway,Normal,Daylight,28.6139,77.209,Evening
Delhi,31-50,Low Risk,No priority to vehicle,Truck,Foggy,Highways,Normal,Daylight,28.6139,77.209,Night
Jaipur,18-30,Low Risk,Overturning,Two-Wheeler,Hazy,Highways,Normal,Dusk,26.9124,75.7873,Evening
Delhi,18-30,Medium Risk,Changing lane to the left,Two-Wheeler,Foggy,National Highway,Dry,Dawn,28.6139,77.209,Night
Delhi,18-30,Medium Risk,No distancing,Auto-Rickshaw,Clear,Village Road,Dry,Dark,28.6139,77.209,Morning
Varanasi,31-50,Low Risk,Moving Backward,Pedestrian,Rainy,Highways,Normal,Daylight,25.3176,82.9739,Night
Dhanbad,31-50,Medium Risk,No priority to vehicle,Bus,Hazy,State Highway,Normal,Daylight,20.5937,78.9629,Night
Dhanbad,31-50,Medium Risk,No priority to vehicle,Two-Wheeler,Rainy,Urban Road,Damaged,Dawn,20.5937,78.9629,Night
Dhanbad,18-30,Medium Risk,No distancing,Car,Foggy,State Highway,Wet,Dark,20.5937,78.9629,Morning
Dhanbad,18-30,Medium Risk,No distancing,Cycle,Rainy,Village Road,Under Construction,Daylight,20.5937,78.9629,Afternoon
Dhanbad,50+,Medium Risk,Overtaking,Bus,Stormy,National Highway,Dry,Dark,20.5937,78.9629,Afternoon
Dhanbad,50+,Medium Risk,Driving under the influence of drugs,Auto-Rickshaw,Clear,Urban Road,Under Construction,Daylight,20.5937,78.9629,Night
Ahmedabad,18-30,Low Risk,Changing lane to the right,Two-Wheeler,Hazy,Highways,Normal,Dark,23.0225,72.5714,Night
Dhanbad,31-50,Medium Risk,Changing lane to the left,Auto-Rickshaw,Clear,Highways,Normal,Daylight,20.5937,78.9629,Morning
Dhanbad,50+,Medium Risk,Driving carelessly,Truck,Hazy,National Highway,Wet,Daylight,20.5937,78.9629,Evening
Dhanbad,31-50,Medium Risk,Moving Backward,Auto-Rickshaw,Clear,State Highway,Under Construction,Dawn,20.5937,78.9629,Afternoon
Dhanbad,50+,Medium Risk,Moving Backward,Cycle,Clear,State Highway,Wet,Dawn,20.5937,78.9629,Evening
Dhanbad,31-50,Medium Risk,Changing lane to the right,Bus,Clear,Urban Road,Dry,Dark,20.5937,78.9629,Afternoon
Vijaywada city,50+,Medium Risk,No priority to vehicle,Car,Clear,Highways,Normal,Dark,20.5937,78.9629,Afternoon
Dhanbad,31-50,Medium Risk,Driving at high speed,Pedestrian,Clear,Urban Road,Dry,Dusk,20.5937,78.9629,Evening
Dhanbad,50+,Medium Risk,Driving under the influence of drugs,Pedestrian,Foggy,State Highway,Damaged,Dark,20.5937,78.9629,Afternoon
Dhanbad,31-50,Low Risk,Changing lane to the right,Auto-Rickshaw,Clear,Highways,Normal,Daylight,20.5937,78.9629,Morning
Dhanbad,18-30,Medium Risk,Driving carelessly,Cycle,Clear,Village Road,Dry,Dark,20.5937,78.9629,Night
Dhanbad,18-30,Medium Risk,No distancing,Two-Wheeler,Foggy,Urban Road,Damaged,Dusk,20.5937,78.9629,Morning
Mallapuram,18-30,Low Risk,Changing lane to the left,Car,Rainy,Highways,Normal,Dusk,20.5937,78.9629,Morning
Dhanbad,50+,Medium Risk,No distancing,Two-Wheeler,Stormy,National Highway,Dry,Dark,20.5937,78.9629,Night
Dhanbad,18-30,Low Risk,No distancing,Two-Wheeler,Clear,Highways,Normal,Dark,20.5937,78.9629,Morning
Dhanbad,31-50,Medium Risk,Getting off the vehicle improperly,Cycle,Stormy,Village Road,Dry,Dusk,20.5937,78.9629,Evening
Dhanbad,31-50,Medium Risk,Overtaking,Bus,Rainy,National Highway,Under Construction,Dawn,20.5937,78.9629,Afternoon
Dhanbad,50+,Medium Risk,Driving carelessly,Truck,Clear,National Highway,Dry,Dark,20.5937,78.9629,Night
Asansol Durgapur,18-30,Medium Risk,Driving under the influence of drugs,Pedestrian,Clear,Highways,Normal,Dark,20.5937,78.9629,Night
Dhanbad,18-30,Medium Risk,Moving Backward,Car,Foggy,Urban Road,Wet,Daylight,20.5937,78.9629,Morning
Dhanbad,50+,Medium Risk,Overturning,Cycle,Clear,State Highway,Dry,Daylight,20.5937,78.9629,Afternoon
Dhanbad,18-30,Medium Risk,Driving under the influence of drugs,Truck,Clear,Highways,Normal,Dusk,20.5937,78.9629,Night
Dhanbad,50+,Medium Risk,Changing lane to the right,Two-Wheeler,Hazy,Village Road,Under Construction,Daylight,20.5937,78.9629,Afternoon
Faridabad,18-30,Medium Risk,Changing lane to the left,Cycle,Hazy,State Highway,Wet,Daylight,20.5937,78.9629,Afternoon
Faridabad,50+,Medium Risk,No distancing,Pedestrian,Clear,State Highway,Under Construction,Dawn,20.5937,78.9629,Evening
Faridabad,18-30,Medium Risk,No distancing,Pedestrian,Hazy,State Highway,Under Construction,Daylight,20.5937,78.9629,Afternoon
Faridabad,18-30,Low Risk,No priority to vehicle,Auto-Rickshaw,Hazy,Highways,Normal,Daylight,20.5937,78.9629,Morning
Faridabad,18-30,Low Risk,Moving Backward,Auto-Rickshaw,Clear,Highways,Normal,Dawn,20.5937,78.9629,Morning
Faridabad,31-50,Medium Risk,Moving Backward,Bus,Rainy,Urban Road,Damaged,Daylight,20.5937,78.9629,Evening
Nashik,18-30,Low Risk,Getting off the vehicle improperly,Two-Wheeler,Clear,Highways,Normal,Daylight,20.5937,78.9629,Night
